CPV_ID,short_code,level,description
15311100,15-3-1-1-100,subcategory,Chips or french fries
15311200,15-3-1-1-200,subcategory,"Diced, sliced and other frozen potatoes"
15312000,15-3-1-2,category,Potato products
15312100,15-3-1-2-100,subcategory,Instant mashed potatoes
15312200,15-3-1-2-200,subcategory,Part-fried potato chips
15312300,15-3-1-2-300,subcategory,Potato crisps
15312310,15-3-1-2-310,subcategory,Flavoured potato crisps
15312400,15-3-1-2-400,subcategory,Potato snacks
15312500,15-3-1-2-500,subcategory,Potato croquettes
15313000,15-3-1-3,category,Processed potatoes
15320000,15-3-2,class,Fruit and vegetable juices
15321000,15-3-2-1,category,Fruit juices
15321100,15-3-2-1-100,subcategory,Orange juice
15321200,15-3-2-1-200,subcategory,Grapefruit juice
15321300,15-3-2-1-300,subcategory,Lemon juice
15321400,15-3-2-1-400,subcategory,Pineapple juice
15321500,15-3-2-1-500,subcategory,Grape juice
15321600,15-3-2-1-600,subcategory,Apple juice
15321700,15-3-2-1-700,subcategory,Mixtures of unconcentrated juices
15321800,15-3-2-1-800,subcategory,Concentrated juices
15322000,15-3-2-2,category,Vegetable juices
15322100,15-3-2-2-100,subcategory,Tomato juice
15330000,15-3-3,class,Processed fruit and vegetables
15331000,15-3-3-1,category,Processed vegetables
15331100,15-3-3-1-100,subcategory,Fresh or frozen vegetables
15331110,15-3-3-1-110,subcategory,Processed root vegetables
15331120,15-3-3-1-120,subcategory,Processed tuber vegetables
15331130,15-3-3-1-130,subcategory,"Beans, peas, peppers, tomatoes and other vegetables"
15331131,15-3-3-1-131,subcategory,Processed beans
15331132,15-3-3-1-132,subcategory,Processed peas
15331133,15-3-3-1-133,subcategory,Split peas
15331134,15-3-3-1-134,subcategory,Processed tomatoes
15331135,15-3-3-1-135,subcategory,Processed mushrooms
15331136,15-3-3-1-136,subcategory,Processed peppers
15331137,15-3-3-1-137,subcategory,Soybean sprouts
15331138,15-3-3-1-138,subcategory,Truffles
15331140,15-3-3-1-140,subcategory,Leaf and cabbage vegetables
15331142,15-3-3-1-142,subcategory,Processed cabbage
15331150,15-3-3-1-150,subcategory,Processed pulses
15331170,15-3-3-1-170,subcategory,Frozen vegetables
15331400,15-3-3-1-400,subcategory,Preserved and/or canned vegetables
15331410,15-3-3-1-410,subcategory,Beans in tomato sauce
15331411,15-3-3-1-411,subcategory,Baked beans
15331420,15-3-3-1-420,subcategory,Preserved tomatoes
15331423,15-3-3-1-423,subcategory,Canned tomatoes
15331425,15-3-3-1-425,subcategory,Tomato purée
15331427,15-3-3-1-427,subcategory,Concentrated tomato purée
15331428,15-3-3-1-428,subcategory,Tomato sauce
15331430,15-3-3-1-430,subcategory,Canned mushrooms
15331450,15-3-3-1-450,subcategory,Processed olives
15331460,15-3-3-1-460,subcategory,Canned vegetables
15331461,15-3-3-1-461,subcategory,Canned sauerkraut
15331462,15-3-3-1-462,subcategory,Canned peas
15331463,15-3-3-1-463,subcategory,Canned shelled beans
15331464,15-3-3-1-464,subcategory,Canned whole beans
15331465,15-3-3-1-465,subcategory,Canned asparagus
15331466,15-3-3-1-466,subcategory,Canned olives
15331470,15-3-3-1-470,subcategory,Sweet corn
15331480,15-3-3-1-480,subcategory,Provisionally preserved vegetables
15331500,15-3-3-1-500,subcategory,Vegetables preserved in vinegar
15332000,15-3-3-2,category,Processed fruit and nuts
15332100,15-3-3-2-100,subcategory,Processed fruit
15332140,15-3-3-2-140,subcategory,Processed apples
15332150,15-3-3-2-150,subcategory,Processed pears
15332160,15-3-3-2-160,subcategory,Processed bananas
15332170,15-3-3-2-170,subcategory,Rhubarb
15332180,15-3-3-2-180,subcategory,Melons
15332200,15-3-3-2-200,subcategory,Jams and marmalades; fruit jellies; fruit or nut purée and pastes
15332230,15-3-3-2-230,subcategory,Marmalades
15332231,15-3-3-2-231,subcategory,Orange marmalade
15332232,15-3-3-2-232,subcategory,Lemon marmalade
15332240,15-3-3-2-240,subcategory,Fruit jellies
15332250,15-3-3-2-250,subcategory,Fruit pastes
15332260,15-3-3-2-260,subcategory,Nut pastes
15332261,15-3-3-2-261,subcategory,Peanut butter
15332270,15-3-3-2-270,subcategory,Fruit purées
15332290,15-3-3-2-290,subcategory,Jams
15332291,15-3-3-2-291,subcategory,Apricot jam
15332292,15-3-3-2-292,subcategory,Blackberry jam
15332293,15-3-3-2-293,subcategory,Blackcurrant jam
15332294,15-3-3-2-294,subcategory,Cherry jam
15332295,15-3-3-2-295,subcategory,Raspberry jam
15332296,15-3-3-2-296,subcategory,Strawberry jam
15332300,15-3-3-2-300,subcategory,Processed nuts
15332310,15-3-3-2-310,subcategory,Roasted or salted nuts
15332400,15-3-3-2-400,subcategory,Preserved fruits
15332410,15-3-3-2-410,subcategory,Dried fruit
15332411,15-3-3-2-411,subcategory,Processed currants
15332412,15-3-3-2-412,subcategory,Processed raisins
15332419,15-3-3-2-419,subcategory,Sultanas
15333000,15-3-3-3,category,Vegetable by-products
15400000,15-4,group,Animal or vegetable oils and fats
15410000,15-4-1,class,Crude animal or vegetable oils and fats
15411000,15-4-1-1,category,Animal or vegetable oils
15411100,15-4-1-1-100,subcategory,Vegetable oils
15411110,15-4-1-1-110,subcategory,Olive oil
15411120,15-4-1-1-120,subcategory,Sesame oil
15411130,15-4-1-1-130,subcategory,Groundnut oil
15411140,15-4-1-1-140,subcategory,Coconut oil
15411200,15-4-1-1-200,subcategory,Cooking oil
15411210,15-4-1-1-210,subcategory,Frying oil
15412000,15-4-1-2,category,Fats
15412100,15-4-1-2-100,subcategory,Animal fats
15412200,15-4-1-2-200,subcategory,Vegetable fats
15413000,15-4-1-3,category,Solid residues of vegetable fats or oils
15413100,15-4-1-3-100,subcategory,Oilcake
15420000,15-4-2,class,Refined oils and fats
15421000,15-4-2-1,category,Refined oils
15422000,15-4-2-2,category,Refined fats
15423000,15-4-2-3,category,Hydrogenated or esterified oils or fats
15424000,15-4-2-4,category,Vegetable waxes
15430000,15-4-3,class,Edible fats
15431000,15-4-3-1,category,Margarine and similar preparations
15431100,15-4-3-1-100,subcategory,Margarine
15431110,15-4-3-1-110,subcategory,Liquid margarine
15431200,15-4-3-1-200,subcategory,Reduced or low-fat spreads
15500000,15-5,group,Dairy products
15510000,15-5-1,class,Milk and cream
15511000,15-5-1-1,category,Milk
15511100,15-5-1-1-100,subcategory,Pasteurised milk
15511200,15-5-1-1-200,subcategory,Sterilised milk
15511210,15-5-1-1-210,subcategory,UHT milk
15511300,15-5-1-1-300,subcategory,Skimmed milk
15511400,15-5-1-1-400,subcategory,Semi-skimmed milk
15511500,15-5-1-1-500,subcategory,Full-cream milk
15511600,15-5-1-1-600,subcategory,Condensed milk
15511700,15-5-1-1-700,subcategory,Milk powder
15512000,15-5-1-2,category,Cream
15512100,15-5-1-2-100,subcategory,Single cream
15512200,15-5-1-2-200,subcategory,Double cream
15512300,15-5-1-2-300,subcategory,Clotted cream
15512900,15-5-1-2-900,subcategory,Whipping cream
15530000,15-5-3,class,Butter
15540000,15-5-4,class,Cheese products
15541000,15-5-4-1,category,Table cheese
15542000,15-5-4-2,category,Fresh cheese
15542100,15-5-4-2-100,subcategory,Cottage cheese
15542200,15-5-4-2-200,subcategory,Soft cheese
15542300,15-5-4-2-300,subcategory,Feta cheese
15543000,15-5-4-3,category,"Grated, powdered, blue-veined and other cheese"
15543100,15-5-4-3-100,subcategory,Blue cheese
15543200,15-5-4-3-200,subcategory,Cheddar cheese
15543300,15-5-4-3-300,subcategory,Grated cheese
15543400,15-5-4-3-400,subcategory,Parmesan cheese
15544000,15-5-4-4,category,Hard cheese
15545000,15-5-4-5,category,Cheese spreads
15550000,15-5-5,class,Assorted dairy products
15551000,15-5-5-1,category,Yoghurt and other fermented milk products
15551300,15-5-5-1-300,subcategory,Yoghurt
15551310,15-5-5-1-310,subcategory,Unflavoured yoghurt
15551320,15-5-5-1-320,subcategory,Flavoured yoghurt
15551500,15-5-5-1-500,subcategory,Buttermilk
15552000,15-5-5-2,category,Casein
15553000,15-5-5-3,category,Lactose or lactose syrup
15554000,15-5-5-4,category,Whey
15555000,15-5-5-5,category,Ice cream and similar products
15555100,15-5-5-5-100,subcategory,Ice cream
15555200,15-5-5-5-200,subcategory,Sorbet
15600000,15-6,group,"Grain mill products, starches and starch products"
15610000,15-6-1,class,Grain mill products
15611000,15-6-1-1,category,Husked rice
15612000,15-6-1-2,category,Cereal or vegetable flour and related products
15612100,15-6-1-2-100,subcategory,Wheat flour
15612110,15-6-1-2-110,subcategory,Wholemeal flour
15612120,15-6-1-2-120,subcategory,Breadmaking flour
15612130,15-6-1-2-130,subcategory,Plain flour
15612150,15-6-1-2-150,subcategory,Pastry flour
15612190,15-6-1-2-190,subcategory,Self-raising flour
15612200,15-6-1-2-200,subcategory,Cereal flour
15612210,15-6-1-2-210,subcategory,Corn flour
15612220,15-6-1-2-220,subcategory,Rice flour
15612300,15-6-1-2-300,subcategory,Vegetable flour and meal
15612400,15-6-1-2-400,subcategory,Mixes for the preparation of baker's wares
15612410,15-6-1-2-410,subcategory,Cake mixes
15612420,15-6-1-2-420,subcategory,Baking mixes
15612500,15-6-1-2-500,subcategory,Bakery products
15613000,15-6-1-3,category,Cereal grain products
15613100,15-6-1-3-100,subcategory,Ground oats
15613300,15-6-1-3-300,subcategory,Cereal products
15613310,15-6-1-3-310,subcategory,Prepared breakfast cereals
15613311,15-6-1-3-311,subcategory,Cornflakes
15613313,15-6-1-3-313,subcategory,Muesli or equivalent
15613319,15-6-1-3-319,subcategory,Puffed wheat
15613380,15-6-1-3-380,subcategory,Rolled oats
15614000,15-6-1-4,category,Processed rice
15614100,15-6-1-4-100,subcategory,Long-grain rice
15614200,15-6-1-4-200,subcategory,Milled rice
15614300,15-6-1-4-300,subcategory,Broken rice
15615000,15-6-1-5,category,Bran
15620000,15-6-2,class,Starches and starch products
15621000,15-6-2-1,category,Corn oil
15622000,15-6-2-2,category,Glucose and glucose products; fructose and fructose products
15622100,15-6-2-2-100,subcategory,Glucose and glucose products
15622110,15-6-2-2-110,subcategory,Glucose
15622120,15-6-2-2-120,subcategory,Glucose syrup
15622300,15-6-2-2-300,subcategory,Fructose and fructose products
15622310,15-6-2-2-310,subcategory,Fructose
15622320,15-6-2-2-320,subcategory,Fructose preparations
15622321,15-6-2-2-321,subcategory,Fructose solutions
15622322,15-6-2-2-322,subcategory,Fructose syrup
15623000,15-6-2-3,category,Starches
15624000,15-6-2-4,category,Tapioca
15625000,15-6-2-5,category,Semolina
15626000,15-6-2-6,category,Custard powder
15700000,15-7,group,Animal feedstuffs
15710000,15-7-1,class,Prepared animal feeds for farm and other animals
15711000,15-7-1-1,category,Fish food
15712000,15-7-1-2,category,Dry fodder
15713000,15-7-1-3,category,Pet food
15800000,15-8,group,Miscellaneous food products
15810000,15-8-1,class,"Bread products, fresh pastry goods and cakes"
15811000,15-8-1-1,category,Bread products
15811100,15-8-1-1-100,subcategory,Bread
15811200,15-8-1-1-200,subcategory,Rolls
15811300,15-8-1-1-300,subcategory,Croissants
15811400,15-8-1-1-400,subcategory,Crumpets
15811500,15-8-1-1-500,subcategory,Prepared bread products
15811510,15-8-1-1-510,subcategory,Sandwiches
15811511,15-8-1-1-511,subcategory,Prepared sandwiches
15812000,15-8-1-2,category,Pastry goods and cakes
15812100,15-8-1-2-100,subcategory,Pastry goods
15812120,15-8-1-2-120,subcategory,Pies
15812121,15-8-1-2-121,subcategory,Savoury pies
15812122,15-8-1-2-122,subcategory,Sweet pies
15812200,15-8-1-2-200,subcategory,Cakes
15813000,15-8-1-3,category,Morning goods
15820000,15-8-2,class,Rusks and biscuits; preserved pastry goods and cakes
15821000,15-8-2-1,category,Toasted bread products and pastry goods
15821100,15-8-2-1-100,subcategory,Toasted bread products
15821110,15-8-2-1-110,subcategory,Toasted bread
15821130,15-8-2-1-130,subcategory,Crispbread
15821150,15-8-2-1-150,subcategory,Rusks
15821200,15-8-2-1-200,subcategory,Sweet biscuits
15830000,15-8-3,class,Sugar and related products
15831000,15-8-3-1,category,Sugar
15831200,15-8-3-1-200,subcategory,White sugar
15831300,15-8-3-1-300,subcategory,Maple sugar and maple syrup
15831400,15-8-3-1-400,subcategory,Molasses
15831500,15-8-3-1-500,subcategory,Sugar syrups
15831600,15-8-3-1-600,subcategory,Honey
15832000,15-8-3-2,category,Sugar-manufacture waste
15833000,15-8-3-3,category,Sugar products
15833100,15-8-3-3-100,subcategory,Desserts
15833110,15-8-3-3-110,subcategory,Flans
15840000,15-8-4,class,Cocoa; chocolate and sugar confectionery
15841000,15-8-4-1,category,Cocoa
15841100,15-8-4-1-100,subcategory,Cocoa paste
15841200,15-8-4-1-200,subcategory,"Cocoa butter, fat or oil"
15841300,15-8-4-1-300,subcategory,Unsweetened cocoa powder
15841400,15-8-4-1-400,subcategory,Sweetened cocoa powder
15842000,15-8-4-2,category,Chocolate and sugar confectionery
15842100,15-8-4-2-100,subcategory,Chocolate
15842200,15-8-4-2-200,subcategory,Chocolate products
15842210,15-8-4-2-210,subcategory,Drinking chocolate
15842220,15-8-4-2-220,subcategory,Chocolate bars
15842300,15-8-4-2-300,subcategory,Confectionery
15842310,15-8-4-2-310,subcategory,Boiled sweets
15842320,15-8-4-2-320,subcategory,Nougat
15842400,15-8-4-2-400,subcategory,"Fruit, nuts or fruit peel preserved by sugar"
15850000,15-8-5,class,Pasta products
15851000,15-8-5-1,category,Farinaceous products
15851100,15-8-5-1-100,subcategory,Uncooked pasta
15851200,15-8-5-1-200,subcategory,Prepared pasta and couscous
15851210,15-8-5-1-210,subcategory,Prepared pasta
15851220,15-8-5-1-220,subcategory,Stuffed pasta
15851230,15-8-5-1-230,subcategory,Lasagne
15851250,15-8-5-1-250,subcategory,Couscous
15851290,15-8-5-1-290,subcategory,Canned pasta
15860000,15-8-6,class,"Coffee, tea and related products"
15861000,15-8-6-1,category,Coffee
15861100,15-8-6-1-100,subcategory,Roasted coffee
15861200,15-8-6-1-200,subcategory,Decaffeinated coffee
15862000,15-8-6-2,category,Coffee substitutes
15863000,15-8-6-3,category,Tea
15863100,15-8-6-3-100,subcategory,Green tea
15863200,15-8-6-3-200,subcategory,Black tea
15864000,15-8-6-4,category,Preparations of tea or maté
15864100,15-8-6-4-100,subcategory,Teabags
15865000,15-8-6-5,category,Herbal infusions
15870000,15-8-7,class,Condiments and seasonings
15871000,15-8-7-1,category,Vinegar; sauces; mixed condiments; mustard flour and meal; prepared mustard
15871100,15-8-7-1-100,subcategory,Vinegar and vinegar substitutes
15871110,15-8-7-1-110,subcategory,Vinegar or equivalent
15871200,15-8-7-1-200,subcategory,"Sauces, mixed condiments and mixed seasonings"
15871210,15-8-7-1-210,subcategory,Soya sauce
15871230,15-8-7-1-230,subcategory,Tomato ketchup
15871250,15-8-7-1-250,subcategory,Mustard
15871260,15-8-7-1-260,subcategory,Sauces
15871270,15-8-7-1-270,subcategory,Mixed condiments
15871273,15-8-7-1-273,subcategory,Mayonnaise
15871274,15-8-7-1-274,subcategory,Sandwich spreads
15871279,15-8-7-1-279,subcategory,Chutney
15872000,15-8-7-2,category,Herbs and spices
15872100,15-8-7-2-100,subcategory,Pepper
15872200,15-8-7-2-200,subcategory,Spices
15872300,15-8-7-2-300,subcategory,Herbs
15872400,15-8-7-2-400,subcategory,Salt
15872500,15-8-7-2-500,subcategory,Ginger
15880000,15-8-8,class,Special nutritional products
15881000,15-8-8-1,category,Homogenised food preparations
15882000,15-8-8-2,category,Dietetic products
15884000,15-8-8-4,category,Baby food
15890000,15-8-9,class,Miscellaneous food products and dried goods
15891000,15-8-9-1,category,Soups and broths
15891100,15-8-9-1-100,subcategory,Meat soups
15891200,15-8-9-1-200,subcategory,Fish soups
15891300,15-8-9-1-300,subcategory,Mixed soups
15891400,15-8-9-1-400,subcategory,Soups
15891410,15-8-9-1-410,subcategory,Soup mixes
15891500,15-8-9-1-500,subcategory,Broths
15891600,15-8-9-1-600,subcategory,Stocks
15891610,15-8-9-1-610,subcategory,Mixes for stocks
15891900,15-8-9-1-900,subcategory,Vegetable soups
15892000,15-8-9-2,category,"Vegetable saps, extracts, peptic substances and thickeners"
15892100,15-8-9-2-100,subcategory,Vegetable saps
15892200,15-8-9-2-200,subcategory,Vegetable extracts
15892400,15-8-9-2-400,subcategory,Thickeners
15893000,15-8-9-3,category,Dry goods
15893100,15-8-9-3-100,subcategory,Food mixes
15893200,15-8-9-3-200,subcategory,Dessert mixes
15893300,15-8-9-3-300,subcategory,Gravy mixes
15894000,15-8-9-4,category,Processed food products
15894100,15-8-9-4-100,subcategory,Vegan packs
15894200,15-8-9-4-200,subcategory,Prepared meals
15894210,15-8-9-4-210,subcategory,School meals
15894220,15-8-9-4-220,subcategory,Hospital meals
15894300,15-8-9-4-300,subcategory,Prepared dishes
15894400,15-8-9-4-400,subcategory,Snacks
15894500,15-8-9-4-500,subcategory,Vending-machine ingredients
15894600,15-8-9-4-600,subcategory,Sandwich fillings
15894700,15-8-9-4-700,subcategory,Delicatessen
15895000,15-8-9-5,category,Fast-food products
15895100,15-8-9-5-100,subcategory,Hamburgers
15896000,15-8-9-6,category,Deep-frozen products
15897000,15-8-9-7,category,Canned goods and field rations
15897100,15-8-9-7-100,subcategory,Field rations
15897200,15-8-9-7-200,subcategory,Canned goods
15897300,15-8-9-7-300,subcategory,Food parcels
15898000,15-8-9-8,category,Yeast
15899000,15-8-9-9,category,Baking powder
15900000,15-9,group,"Beverages, tobacco and related products"
15910000,15-9-1,class,Distilled alcoholic beverages
15911000,15-9-1-1,category,Spirituous beverages
15911100,15-9-1-1-100,subcategory,Spirits
15911200,15-9-1-1-200,subcategory,Liqueurs
15930000,15-9-3,class,Wines
15931000,15-9-3-1,category,Unflavoured wines
15931100,15-9-3-1-100,subcategory,Sparkling wine
15931200,15-9-3-1-200,subcategory,Table wine
15931300,15-9-3-1-300,subcategory,Port
15931400,15-9-3-1-400,subcategory,Madeira
15931500,15-9-3-1-500,subcategory,Grape must
15931600,15-9-3-1-600,subcategory,Sherry
15932000,15-9-3-2,category,Wine lees
15940000,15-9-4,class,Cider and other fruit wines
15941000,15-9-4-1,category,Cider
15942000,15-9-4-2,category,Fruit wines
15950000,15-9-5,class,Non-distilled fermented beverages
15951000,15-9-5-1,category,Vermouth
15960000,15-9-6,class,Malt beer
15961000,15-9-6-1,category,Beer
15961100,15-9-6-1-100,subcategory,Lager
15962000,15-9-6-2,category,Brewing or distilling dregs
15980000,15-9-8,class,Non-alcoholic beverages
15981000,15-9-8-1,category,Mineral water
15981100,15-9-8-1-100,subcategory,Still mineral water
15981200,15-9-8-1-200,subcategory,Sparkling mineral water
15981300,15-9-8-1-300,subcategory,Water in solid form
15981310,15-9-8-1-310,subcategory,Ice
15981320,15-9-8-1-320,subcategory,Snow
15981400,15-9-8-1-400,subcategory,Flavoured mineral waters
15982000,15-9-8-2,category,Soft drinks
15982100,15-9-8-2-100,subcategory,Fruit squashes
15982200,15-9-8-2-200,subcategory,Chocolate milk
